image_id,file_path,label
ae5a5a79e1431fb031dd0e57c3ab7a5e,/background/20250616-101023_38.jpg,background
b9a89735d93f6cde3368ecc9f3216e0b,/background/20250603-141907_37.jpg,background
d10d68da44cbb262f6a38d88fa74d7bc,/background/20250603-141956_85.jpg,background
e5b2024f3285a6ec44bf3fd526a303d3,/background/20250616-100957_13.jpg,background
b3ac9f5d1ce14b49835164d7b01a8493,/background/20250616-101106_79.jpg,background
7813f5e52f7fcad0c17a6047f6e84576,/background/20250505-110951_4.jpg,background
d419860895aa45de96250799326e75c6,/background/20250616-101058_71.jpg,background
8ca02e471028231edb121f4b32d8a023,/background/20250603-141943_72.jpg,background
17980cfb09d654a804ae4b67dd1c63c7,/background/20250616-101114_87.jpg,background
2cbb885062ddc673750b64625689ed67,/background/20250616-101035_49.jpg,background
0d212116f3396c4d84f741e0ab7bee0a,/background/20250603-142018_106.jpg,background
f39edf976970685e3ecff7486b0e3fbe,/background/20250709-154210_7.jpg,background
7cd59617d30febf0093ad705016c7dd1,/background/20250709-151537_6.jpg,background
383cad0a893112e4494941b700c8e04a,/background/20250709-154209_6.jpg,background
7da93d21f2f5ace25bb4b242326d97f5,/background/20250603-141852_23.jpg,background
026e1476640d0cb653bcd6d2252ba209,/background/20250603-141913_43.jpg,background
c4434bf976209a0a268971f8d7a105c9,/background/20250707-142821_0.jpg,background
d8f3b296b71b69131a62a197e9ad0cd8,/background/20250616-101118_91.jpg,background
8da8c043013e588ed08bbaf230a6694b,/background/20250616-100959_15.jpg,background
206dbfb097831ba18d33bce2064bc639,/background/20250616-101012_27.jpg,background
1168dd164cbc2587b2d51f8698cf2d8b,/background/20250603-141954_83.jpg,background
831e64abd3419b2495edc2e37fbeb993,/background/20250630-160844_2.jpg,background
c40e8f4efc2943cf856b1c29b0e20f52,/background/20250616-101103_76.jpg,background
282a7cdbf1b569d7e35cb562e933e267,/background/20250514-101954_9.jpg,background
ae7ef4f2502993255ae11d7f8abaf211,/background/20250603-141918_48.jpg,background
048414588f41ea982fdf47a747cb5b96,/background/20250521-115752_7.jpg,background
0cb4add1efb0e1461071ae9b016a32ce,/background/20250603-141859_29.jpg,background
eeb21cbbadfa9943f8ab106397e7b7c6,/background/20250616-101048_62.jpg,background
0947834a1d698c6d18b4fb6d5cc4abe3,/background/20250603-142405_0.jpg,background
aee51c91afe3ef1af4e9f8c4d2999a90,/background/20250603-142009_97.jpg,background
2f445b82c3f1fae51d907197916bd582,/background/20250616-101108_81.jpg,background
c4d72f9b21db50435af8b590583da1f5,/background/20250603-141932_61.jpg,background
b218b430fa493ec7268caaa1967005f9,/background/20250603-142027_114.jpg,background
afce770abbd56cb60844b78f2da097b9,/background/20250603-141941_70.jpg,background
e866bbfc8d3e02520c899e5819dafadb,/background/20250707-153547_14.jpg,background
d0ba6058186857db470aa6e249ed9ecc,/background/20250603-142005_93.jpg,background
9d6fc546006184537797f9a076220fa8,/background/20250505-151508_5.jpg,background
806721b182d826a4367e19c26a412262,/background/20250616-101127_99.jpg,background
9ad241bfa2069b6a9225006a7f28885e,/background/20250616-100948_4.jpg,background
6cf32114818f90f8460e231a4935f784,/background/20250616-101122_95.jpg,background
c1b9f358a23635bda2dec3847b30bf69,/background/20250707-155038_6.jpg,background
507cb358b06d14cf73d60138e0450850,/background/20250603-141939_68.jpg,background
5a1eb8f867a12e77e4b2e0659575e83c,/background/20250603-141850_21.jpg,background
d12eb75d5d82d3b7afc94f50f3672d1c,/background/20250603-141911_41.jpg,background
41563c2fcb723f151e020fe55a236204,/background/20250603-141905_35.jpg,background
a256b544b98d363ee4777c62f3c67719,/background/20250603-141930_59.jpg,background
de9471f1886c24038acf508215922f83,/background/20250630-160846_4.jpg,background
f73de449a1671e605aa4dffecfe782a4,/background/20250616-101032_46.jpg,background
17a1535bfddbd859b841cfd529ae46fc,/background/20250616-100955_11.jpg,background
45d2f814e45fcac0e8b7a2cf58e2b784,/background/20250630-160842_0.jpg,background
642492fbd5876854b82d6acab1319755,/background/20250507-165851_16.jpg,background
7e5576aae73300318331b1d0b6e95e22,/background/20250514-102105_8.jpg,background
8ded2d2ff1e5a0f35e0ae3fcfcf4afa5,/background/20250508-153757_8.jpg,background
1f9f55bf0fbae7d56f3ffdf5d8d90ccd,/background/20250616-101002_18.jpg,background
9e7f8724dd65673921830d6f94470cf6,/background/20250507-204716_0.jpg,background
314dd42e1337cb7f1543e5117b3cb310,/background/20250616-101120_93.jpg,background
424ae65d3c7419f7e034fac7d4104a19,/background/20250603-142007_95.jpg,background
3305d8a614e07f9d94efbf42fe02d65c,/background/20250707-153545_12.jpg,background
0324c158c7ed317a0daf29b954e2a00d,/background/20250603-142000_88.jpg,background
d95104bc14364164375c96413d63bddf,/background/20250603-142019_107.jpg,background
5922650835c19a723c37d788f88f6071,/background/20250603-141837_8.jpg,background
968840553d4a7d34e0f8564396f95d5d,/background/20250603-142010_98.jpg,background
baf37d4ad63cb4605a4547e0da001157,/background/20250507-165815_4.jpg,background
34a4f99a80594ed2d40d6e1837fd2b61,/background/20250616-101010_25.jpg,background
bc3543ed98f52f87ba1779424e25313d,/background/20250616-101056_70.jpg,background
4ac81e8db88ba652d6e5c4dadf0bc9cd,/background/20250603-141927_56.jpg,background
21ead3b7c4d69bdbf6e9416631a675a1,/background/20250507-165813_2.jpg,background
6aa21da9dbdeab5e351d68a5ef8eb5e0,/background/20250616-101101_74.jpg,background
21ff0ee245eaf8f969ca8f028b93c435,/background/20250603-141845_16.jpg,background
d0233b3c64a7de6049810a84a88177cb,/background/20250603-142026_113.jpg,background
453364919e3cc501598b45b4cea2cd46,/background/20250514-102107_9.jpg,background
29f1e0912404647be1e387d631cb9104,/background/20250514-101952_8.jpg,background
1407e093a40768cab97fae05ff43a8d9,/background/20250507-165811_0.jpg,background
8cc1854d14e450043650b5eae5dbc19c,/background/20250616-100951_7.jpg,background
126e0c890adf06d348c4456cda927507,/background/20250505-110948_1.jpg,background
f8285fab5be5daf4b0bb06de4a443e90,/background/20250603-141848_19.jpg,background
a24fd7f898b0ae09d400bf28620c0d34,/background/20250616-101008_23.jpg,background
14c8e4c93324c2a057b284a490b474b2,/background/20250507-165814_3.jpg,background
