cluster_id,image_id,threshold,file_path,label
0,10fdcaee64c918671b9d801b2af007e3,0.92,/ok/20250514-153113_1.jpg,ok
0,202dab444413c60694df22a8c5f4474a,0.92,/ok/20250516-085722_5.jpg,ok
0,3c9bc9876d726bd2f0b7b85ab69542e7,0.92,/ok/20250516-085730_9.jpg,ok
0,3fb21ee5b9922299db157b48b8bcd9aa,0.92,/ok/20250514-153210_11.jpg,ok
0,405691836a3851f7d25a7d2f0d1a7c05,0.92,/ok/20250514-153152_2.jpg,ok
0,4e6c2da18ae16fabe2f1fe0b37c7c0ec,0.92,/ok/20250516-085714_1.jpg,ok
0,5e2b696e534a5556e6f92dbd653883a2,0.92,/ok/20250516-085728_8.jpg,ok
0,732c5898818343a3ca5d49790f944b54,0.92,/ok/20250516-085726_7.jpg,ok
0,7d4569c247b74744a9be0a5786cdbb32,0.92,/ok/20250514-153208_10.jpg,ok
0,80aac43a62ad86679b95d444c4ee1e15,0.92,/ok/20250514-153140_14.jpg,ok
0,8bc98acfe310fc34ce3a67d2c9bc8d40,0.92,/ok/20250514-153200_6.jpg,ok
0,97e70e4c398594c459fd5e04df7d0697,0.92,/ok/20250514-153154_3.jpg,ok
0,9c333c63f222a42fd322cfe7e21bf09e,0.92,/ok/20250514-153214_13.jpg,ok
0,f08dcbf102e8634d355cbfccaf437e51,0.92,/ok/20250514-153206_9.jpg,ok
1,042facb1601a9f2dcd24b9180b0570bc,0.92,/ok/20250513-092819_4.jpg,ok
1,0cba393cbea11005b873c79ea386acbd,0.92,/background/20250514-104328_3.jpg,background
1,1992a8839a3898584852f39639219faa,0.92,/background/20250514-102612_3.jpg,background
1,1d609f4e0aff0c3df739c8bc8556e6af,0.92,/background/20250514-102056_4.jpg,background
1,1ea2b60b6dc273e5b81871a3cf84a687,0.92,/background/20250514-104331_4.jpg,background
1,52eba5f746f82d7ea27dd1f0a053027f,0.92,/ok/20250513-092331_0.jpg,ok
1,5f034b3b2d3531a5e7d17f2d8ff4a054,0.92,/background/20250514-102054_3.jpg,background
1,5f3021b30f66cb95d6166ab697d295a0,0.92,/background/20250514-104322_0.jpg,background
1,8512783e8d319e66f2278575fbe220c1,0.92,/background/20250514-101948_6.jpg,background
1,94d2811929205e64fbf05882d9b353da,0.92,/background/20250514-102610_2.jpg,background
1,bf6875e8edbe2df575f2a654290d2764,0.92,/ok/20250513-092817_2.jpg,ok
1,c6abd405196b7eabee255405beb51d72,0.92,/background/20250514-101946_5.jpg,background
1,d0cda58141fa70b2832ffe49619b8466,0.92,/background/20250514-104326_2.jpg,background
1,d520fd96b10ccbdfccf97d2db9274fe5,0.92,/background/20250514-101942_3.jpg,background
2,12c5db9edc1ed38d24ff6d6d31a33ece,0.92,/other/20250707-141234_3.jpg,other
2,17061a773bc70dbb50bb64539483ee85,0.92,/other/20250707-141238_7.jpg,other
2,1d56e2562f29fea2a0836c2c8b846578,0.92,/other/20250707-141248_3.jpg,other
2,2171534af4b3ae26ecc570c6527b3642,0.92,/other/20250707-141237_6.jpg,other
2,3737c073087d2db3e8dc284993ab27e4,0.92,/other/20250707-141235_4.jpg,other
2,711bc236ab303f4b14047efab4634054,0.92,/other/20250707-141247_2.jpg,other
2,7194b8039e04da8cd1b5c1300ffbfc32,0.92,/other/20250707-141231_0.jpg,other
2,bb45db89023eab0de8ea442f42d5971e,0.92,/other/20250707-141233_2.jpg,other
2,c87d6acedf6e0342686714305e33ff6b,0.92,/other/20250707-141240_8.jpg,other
2,cc9200dc535f8d803b25c5c9367b8260,0.92,/other/20250707-141249_4.jpg,other
2,d6a6b691397db092a5f0a3e273a6cd8e,0.92,/other/20250707-141232_1.jpg,other
2,d83d4c7ff2a97e3879e0aa087240d256,0.92,/other/20250707-141251_5.jpg,other
2,ec6443a2ba399424fb2a153327a66750,0.92,/other/20250707-141245_0.jpg,other
2,f9b47379f8b2cd431706e585908478f2,0.92,/other/20250707-141236_5.jpg,other
