image_id,file_path,label
20250516-105906_9.jpg,/missing_part/20250516-105906_9.jpg,missing_part
20250630-095928_4.jpg,/missing_part/20250630-095928_4.jpg,missing_part
20250707-140539_3.jpg,/missing_part/20250707-140539_3.jpg,missing_part
20250603-143407_46.jpg,/missing_part/20250603-143407_46.jpg,missing_part
20250630-095940_15.jpg,/missing_part/20250630-095940_15.jpg,missing_part
20250612-110413_5.jpg,/missing_part/20250612-110413_5.jpg,missing_part
20250707-163036_1.jpg,/missing_part/20250707-163036_1.jpg,missing_part
20250514-150320_8.jpg,/missing_part/20250514-150320_8.jpg,missing_part
20250707-140541_5.jpg,/missing_part/20250707-140541_5.jpg,missing_part
20250516-105130_7.jpg,/missing_part/20250516-105130_7.jpg,missing_part
20250521-151421_8.jpg,/missing_part/20250521-151421_8.jpg,missing_part
20250603-143419_52.jpg,/missing_part/20250603-143419_52.jpg,missing_part
20250516-110907_5.jpg,/missing_part/20250516-110907_5.jpg,missing_part
20250612-110419_10.jpg,/missing_part/20250612-110419_10.jpg,missing_part
20250707-163042_7.jpg,/missing_part/20250707-163042_7.jpg,missing_part
20250516-105851_2.jpg,/missing_part/20250516-105851_2.jpg,missing_part
20250521-151115_9.jpg,/missing_part/20250521-151115_9.jpg,missing_part
20250612-110428_19.jpg,/missing_part/20250612-110428_19.jpg,missing_part
20250514-143013_2.jpg,/missing_part/20250514-143013_2.jpg,missing_part
20250630-095111_9.jpg,/missing_part/20250630-095111_9.jpg,missing_part
20250612-110421_12.jpg,/missing_part/20250612-110421_12.jpg,missing_part
20250612-110420_11.jpg,/missing_part/20250612-110420_11.jpg,missing_part
20250630-095114_12.jpg,/missing_part/20250630-095114_12.jpg,missing_part
20250514-152928_18.jpg,/missing_part/20250514-152928_18.jpg,missing_part
20250521-114543_7.jpg,/missing_part/20250521-114543_7.jpg,missing_part
20250516-085541_5.jpg,/missing_part/20250516-085541_5.jpg,missing_part
20250707-140537_1.jpg,/missing_part/20250707-140537_1.jpg,missing_part
20250516-110916_9.jpg,/missing_part/20250516-110916_9.jpg,missing_part
20250612-110425_16.jpg,/missing_part/20250612-110425_16.jpg,missing_part
20250707-163016_7.jpg,/missing_part/20250707-163016_7.jpg,missing_part
20250603-143304_15.jpg,/missing_part/20250603-143304_15.jpg,missing_part
20250603-143335_30.jpg,/missing_part/20250603-143335_30.jpg,missing_part
20250514-143023_7.jpg,/missing_part/20250514-143023_7.jpg,missing_part
20250521-151413_4.jpg,/missing_part/20250521-151413_4.jpg,missing_part
20240617-224222_3.jpg,/missing_part/20240617-224222_3.jpg,missing_part
20250612-110418_9.jpg,/missing_part/20250612-110418_9.jpg,missing_part
20250516-110710_1.jpg,/missing_part/20250516-110710_1.jpg,missing_part
20250514-150308_2.jpg,/missing_part/20250514-150308_2.jpg,missing_part
20250516-110901_2.jpg,/missing_part/20250516-110901_2.jpg,missing_part
20250516-105855_4.jpg,/missing_part/20250516-105855_4.jpg,missing_part
20250516-085537_3.jpg,/missing_part/20250516-085537_3.jpg,missing_part
20250516-105116_0.jpg,/missing_part/20250516-105116_0.jpg,missing_part
20250603-143431_58.jpg,/missing_part/20250603-143431_58.jpg,missing_part
20250707-163039_4.jpg,/missing_part/20250707-163039_4.jpg,missing_part
20240617-224052_1.jpg,/missing_part/20240617-224052_1.jpg,missing_part
20250516-105901_7.jpg,/missing_part/20250516-105901_7.jpg,missing_part
20250603-143250_8.jpg,/missing_part/20250603-143250_8.jpg,missing_part
20250514-142945_3.jpg,/missing_part/20250514-142945_3.jpg,missing_part
20250516-105849_1.jpg,/missing_part/20250516-105849_1.jpg,missing_part
20250516-085539_4.jpg,/missing_part/20250516-085539_4.jpg,missing_part
20250516-110913_8.jpg,/missing_part/20250516-110913_8.jpg,missing_part
20250516-110716_4.jpg,/missing_part/20250516-110716_4.jpg,missing_part
20250603-143252_9.jpg,/missing_part/20250603-143252_9.jpg,missing_part
20250603-143429_57.jpg,/missing_part/20250603-143429_57.jpg,missing_part
20250612-110422_13.jpg,/missing_part/20250612-110422_13.jpg,missing_part
20250612-110431_22.jpg,/missing_part/20250612-110431_22.jpg,missing_part
20250516-085531_0.jpg,/missing_part/20250516-085531_0.jpg,missing_part
20250516-110844_0.jpg,/missing_part/20250516-110844_0.jpg,missing_part
20250516-105857_5.jpg,/missing_part/20250516-105857_5.jpg,missing_part
20250603-143254_10.jpg,/missing_part/20250603-143254_10.jpg,missing_part
20250603-143409_47.jpg,/missing_part/20250603-143409_47.jpg,missing_part
20250603-143357_41.jpg,/missing_part/20250603-143357_41.jpg,missing_part
20250612-110414_6.jpg,/missing_part/20250612-110414_6.jpg,missing_part
20250612-110410_2.jpg,/missing_part/20250612-110410_2.jpg,missing_part
20250707-163026_3.jpg,/missing_part/20250707-163026_3.jpg,missing_part
20250516-110722_7.jpg,/missing_part/20250516-110722_7.jpg,missing_part
20250516-085533_1.jpg,/missing_part/20250516-085533_1.jpg,missing_part
20240617-224213_5.jpg,/missing_part/20240617-224213_5.jpg,missing_part
20240617-224211_3.jpg,/missing_part/20240617-224211_3.jpg,missing_part
20250707-163024_1.jpg,/missing_part/20250707-163024_1.jpg,missing_part
20250707-140542_6.jpg,/missing_part/20250707-140542_6.jpg,missing_part
20250516-105134_9.jpg,/missing_part/20250516-105134_9.jpg,missing_part
20250603-143240_3.jpg,/missing_part/20250603-143240_3.jpg,missing_part
20250630-095946_21.jpg,/missing_part/20250630-095946_21.jpg,missing_part
20240617-224059_7.jpg,/missing_part/20240617-224059_7.jpg,missing_part
20250521-151407_1.jpg,/missing_part/20250521-151407_1.jpg,missing_part
20240617-224219_0.jpg,/missing_part/20240617-224219_0.jpg,missing_part
20250707-163031_8.jpg,/missing_part/20250707-163031_8.jpg,missing_part
20250516-110714_3.jpg,/missing_part/20250516-110714_3.jpg,missing_part
20250630-095106_4.jpg,/missing_part/20250630-095106_4.jpg,missing_part
20250603-143413_49.jpg,/missing_part/20250603-143413_49.jpg,missing_part
20250603-143339_32.jpg,/missing_part/20250603-143339_32.jpg,missing_part
20240617-224209_1.jpg,/missing_part/20240617-224209_1.jpg,missing_part
20250516-105126_5.jpg,/missing_part/20250516-105126_5.jpg,missing_part
20250514-142941_1.jpg,/missing_part/20250514-142941_1.jpg,missing_part
20250603-143345_35.jpg,/missing_part/20250603-143345_35.jpg,missing_part
20250514-143021_6.jpg,/missing_part/20250514-143021_6.jpg,missing_part
20250707-140543_7.jpg,/missing_part/20250707-140543_7.jpg,missing_part
20250514-143019_5.jpg,/missing_part/20250514-143019_5.jpg,missing_part
