image_id,split,clean_label,out_label,src_kind,src_path,dest_path,status
f79e9e1147152756423b33aa254e0e86,test,missing_part,missing_part,clean_valtest,/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/20250707-163036_1.jpg,/srv/defectDetectionDataset/multiclassClassification/noisy_clean_split_new/test/missing_part/f79e9e11_20250707-163036_1.jpg,copied
44318b2d9f38e6c508cdb69e0186f9fd,test,missing_part,missing_part,clean_valtest,/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/20250513-143028_4.jpg,/srv/defectDetectionDataset/multiclassClassification/noisy_clean_split_new/test/missing_part/44318b2d_20250513-143028_4.jpg,copied
e1bf2cf8e410a9cef2f91622cc3e94a4,test,missing_part,missing_part,clean_valtest,/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_232750_775.png,/srv/defectDetectionDataset/multiclassClassification/noisy_clean_split_new/test/missing_part/e1bf2cf8_missing_part_20240617_232750_775.png,copied
fb084c3233242cd6029ddf376f6cc679,test,missing_part,missing_part,clean_valtest,/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_233018_092.png,/srv/defectDetectionDataset/multiclassClassification/noisy_clean_split_new/test/missing_part/fb084c32_missing_part_20240617_233018_092.png,copied
fd4d0d795fcb5a0a3c5e1fe372759c51,test,missing_part,missing_part,clean_valtest,/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/20250612-110421_12.jpg,/srv/defectDetectionDataset/multiclassClassification/noisy_clean_split_new/test/missing_part/fd4d0d79_20250612-110421_12.jpg,copied
e1a8f71488fe5032a83f13a11efe838b,test,missing_part,missing_part,clean_valtest,/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/20250521-114543_7.jpg,/srv/defectDetectionDataset/multiclassClassification/noisy_clean_split_new/test/missing_part/e1a8f714_20250521-114543_7.jpg,copied
db3883e4cad7a7c70bea326de9ec2b36,test,missing_part,missing_part,clean_valtest,/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_232806_981.png,/srv/defectDetectionDataset/multiclassClassification/noisy_clean_split_new/test/missing_part/db3883e4_missing_part_20240617_232806_981.png,copied
f0bd8fbfa3d80e879a173d5ae696acad,test,missing_part,missing_part,clean_valtest,/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/20250603-143304_15.jpg,/srv/defectDetectionDataset/multiclassClassification/noisy_clean_split_new/test/missing_part/f0bd8fbf_20250603-143304_15.jpg,copied
182a0d18ababf975c15b0a69974889c6,test,missing_part,missing_part,clean_valtest,/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/20250514-150308_2.jpg,/srv/defectDetectionDataset/multiclassClassification/noisy_clean_split_new/test/missing_part/182a0d18_20250514-150308_2.jpg,copied
01745bc518ec1e5fb5244bca9db9417c,test,missing_part,missing_part,clean_valtest,/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_233006_663.png,/srv/defectDetectionDataset/multiclassClassification/noisy_clean_split_new/test/missing_part/01745bc5_missing_part_20240617_233006_663.png,copied
c95d360e7aab2dcdf4cb5cfbc08dd6b0,test,missing_part,missing_part,clean_valtest,/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/20250516-105855_4.jpg,/srv/defectDetectionDataset/multiclassClassification/noisy_clean_split_new/test/missing_part/c95d360e_20250516-105855_4.jpg,copied
3cd85fbf2fa0ed584907c46a51809103,test,missing_part,missing_part,clean_valtest,/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/20250707-163039_4.jpg,/srv/defectDetectionDataset/multiclassClassification/noisy_clean_split_new/test/missing_part/3cd85fbf_20250707-163039_4.jpg,copied
cd579bd74d2d9536bf80c208f2b67f29,test,missing_part,missing_part,clean_valtest,/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/20250516-105901_7.jpg,/srv/defectDetectionDataset/multiclassClassification/noisy_clean_split_new/test/missing_part/cd579bd7_20250516-105901_7.jpg,copied
d471d7846867b3440103ad842c689b53,test,missing_part,missing_part,clean_valtest,/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_225024_923.png,/srv/defectDetectionDataset/multiclassClassification/noisy_clean_split_new/test/missing_part/d471d784_missing_part_20240617_225024_923.png,copied
40f286dcd67ef0419c19386943ec4f7d,test,missing_part,missing_part,clean_valtest,/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_232742_522.png,/srv/defectDetectionDataset/multiclassClassification/noisy_clean_split_new/test/missing_part/40f286dc_missing_part_20240617_232742_522.png,copied
9bd6e71a467bf3bb06ffc1c810d3ccb5,test,missing_part,missing_part,clean_valtest,/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/20250516-085539_4.jpg,/srv/defectDetectionDataset/multiclassClassification/noisy_clean_split_new/test/missing_part/9bd6e71a_20250516-085539_4.jpg,copied
