cluster_id,image_id,threshold,edge_mode,file_path,label,source,session_id,is_duplicate
0,01e6d89a391191bd21c4f5b68883582e,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153340_1.jpg,no_deficiencies,old,unknown,False
0,04b0ca0a6386d41bff4fee5fbd4749e5,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153616_7.jpg,no_deficiencies,old,unknown,False
0,10f7e8914eef3c52094ec75860328f06,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153650_2.jpg,no_deficiencies,old,unknown,False
0,141dac33e8bce01e0f2d1a6a6eb60049,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153425_0.jpg,no_deficiencies,old,unknown,False
0,17b739644fb12e052358ee247ea2251b,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153622_10.jpg,no_deficiencies,old,unknown,False
0,1932302e011152ac1590cd9119e3b341,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153407_14.jpg,no_deficiencies,old,unknown,False
0,1988f273eb6fc9e718ee20a76f7499a3,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153338_0.jpg,no_deficiencies,old,unknown,False
0,23cb87a764cd741f08dc1b943cb60c9e,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153614_6.jpg,no_deficiencies,old,unknown,False
0,25bf411b2171017673213df21f685615,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153704_9.jpg,no_deficiencies,old,unknown,False
0,2e1eff6f0b15d1efb10438d67fe39172,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153648_1.jpg,no_deficiencies,old,unknown,False
0,3130dc70c091d2cb34c8487145e0abea,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153520_4.jpg,no_deficiencies,old,unknown,False
0,339a1c557d5758dc83ebc61f6ebfbc62,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-143630_2.jpg,no_deficiencies,old,unknown,False
0,42a84a8d04a33e6eadd57e224eb0f36d,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153305_9.jpg,no_deficiencies,old,unknown,False
0,49e7fad89fe50df9c58e666ed0904e81,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-143642_8.jpg,no_deficiencies,old,unknown,False
0,4db48da88ce47cfaa12109cb7be4f891,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153437_6.jpg,no_deficiencies,old,unknown,False
0,4ed6ea2b92cf75800be94abf8b9c46c1,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153355_8.jpg,no_deficiencies,old,unknown,False
0,5ebe6ca24c539db3429f4eb7dda3462c,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153403_12.jpg,no_deficiencies,old,unknown,False
0,6621c2dd9ae319f8c6b943372ea22ffa,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-143636_5.jpg,no_deficiencies,old,unknown,False
0,672adc5a3f982b76511257f2743ebcdf,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250513-142911_2.jpg,no_deficiencies,old,unknown,False
0,744c5131c7619bdd58377a5f81cba1ac,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153427_1.jpg,no_deficiencies,old,unknown,False
0,74df48bbddb13dc89a6dea103b8e83c4,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153251_2.jpg,no_deficiencies,old,unknown,False
0,7e16a535eca837c17cec26ea1febf18d,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153618_8.jpg,no_deficiencies,old,unknown,False
0,8d860bea399ba39c1c74432845ee2f60,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153451_13.jpg,no_deficiencies,old,unknown,False
0,8f1a8c1bfa4760cc34c540a044a37367,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153624_11.jpg,no_deficiencies,old,unknown,False
0,8fcec679f1cc421f64704d8fc12a260e,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153431_3.jpg,no_deficiencies,old,unknown,False
0,91b3689c6a4cc8c18a8a3d88eb343ade,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153702_8.jpg,no_deficiencies,old,unknown,False
0,993bdb22f977a7e44033673d122ce8f2,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153518_3.jpg,no_deficiencies,old,unknown,False
0,a0c0b22149fbd39c959d038403fe5378,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250513-142925_9.jpg,no_deficiencies,old,unknown,False
0,a2820473d9e86888d264db81825292ad,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153453_14.jpg,no_deficiencies,old,unknown,False
0,b4e3a9ec85fc73bcb526ecaa078930bb,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-143632_3.jpg,no_deficiencies,old,unknown,False
0,bcaea495a658eb99ae6900c52d138ae3,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153708_11.jpg,no_deficiencies,old,unknown,False
0,bee290b4e2aee2bce5d7267f5b91ce90,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153606_2.jpg,no_deficiencies,old,unknown,False
0,c0dcc236be00b0209e5162d17a51c20b,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-143628_1.jpg,no_deficiencies,old,unknown,False
0,c59fafea079ae9047d2690cc752c1afb,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153429_2.jpg,no_deficiencies,old,unknown,False
0,c8040117633459130349703f88fcbbae,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153700_7.jpg,no_deficiencies,old,unknown,False
0,c8264179d86c579ed21b5bcc7dca525a,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153604_1.jpg,no_deficiencies,old,unknown,False
0,c9d03048f1e20190743a235421f93628,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153301_7.jpg,no_deficiencies,old,unknown,False
0,ca61dafd1fddc84d512236396442d2f9,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153344_3.jpg,no_deficiencies,old,unknown,False
0,ca6535b060f4012ae553511b0ccd4d97,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153527_7.jpg,no_deficiencies,old,unknown,False
0,cc62bf046c1f23ef5f4087ead5ce8be2,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153654_4.jpg,no_deficiencies,old,unknown,False
0,d0234cd2f0ad7a2ed527d422721b858e,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153342_2.jpg,no_deficiencies,old,unknown,False
0,d7375c81a284988a47a19a3f178b0c65,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153249_1.jpg,no_deficiencies,old,unknown,False
0,da584c89a5ac70a7790ae32cf1789d75,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153447_11.jpg,no_deficiencies,old,unknown,False
0,da7dd31b1696d84daacbf9e100621e86,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153350_6.jpg,no_deficiencies,old,unknown,False
0,e03fcc08523352e3692aabcb5cdaa68b,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153449_12.jpg,no_deficiencies,old,unknown,False
0,e0782220fd57c751b7e241e41ec38725,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153303_8.jpg,no_deficiencies,old,unknown,False
0,e4a6e8eec6a5a14ac1610b414b29042f,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-143638_6.jpg,no_deficiencies,old,unknown,False
0,e9258fde1cadcbd2367e1feff04fd6b2,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153630_14.jpg,no_deficiencies,old,unknown,False
0,ef3a9f3c3425408f1f79069aa7ac0c32,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153612_5.jpg,no_deficiencies,old,unknown,False
0,f9804178c41756ea5037a971fa346ad8,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153352_7.jpg,no_deficiencies,old,unknown,False
0,fafaf415ac37136e4c7de477817d73ae,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250514-153656_5.jpg,no_deficiencies,old,unknown,False
1,0035d0abf52e45a139fd05bfe9e4293a,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/crack/20250516-084821_3.jpg,crack,old,unknown,False
1,02250e077550706ea3184fbf032b6433,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/crack/20250516-084751_2.jpg,crack,old,unknown,False
1,07da4bbe602888f905f6939d97c23976,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/corrosion/20250516-084815_0.jpg,corrosion,old,unknown,False
1,0879523d196c15727017706ccef5eef3,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/crack/20250516-084831_8.jpg,crack,old,unknown,False
1,0b221248858d82b9334fd97d38d3897c,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/crack/20250516-084829_7.jpg,crack,old,unknown,False
1,0de8584ef4b84ed38db5e31ae3190280,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250516-150831_4.jpg,no_deficiencies,old,unknown,False
1,0f6241edbf12fe0179bf6aa12f531a05,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250516-150840_8.jpg,no_deficiencies,old,unknown,False
1,1a71610665612af6146286ce239a40e6,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250516-150855_3.jpg,no_deficiencies,old,unknown,False
1,1cefb69696bd325eedc7c6db32f70fb9,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250516-150903_7.jpg,no_deficiencies,old,unknown,False
1,20d2f939b156ff2d3ab498c44a933a20,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/crack/20250516-084825_5.jpg,crack,old,unknown,False
1,2e8e84df8aa502ebd4dbea69a8b88c2f,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/crack/20250516-084805_9.jpg,crack,old,unknown,False
1,33adeeb015bc2a750ee35778e9c7c9d6,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/corrosion/20250516-084817_1.jpg,corrosion,old,unknown,False
1,43a2a164d7fbda3d2fe2de7bc640e038,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/crack/20250516-084749_1.jpg,crack,old,unknown,False
1,554d1a594599019610efc4f809683496,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250516-150842_9.jpg,no_deficiencies,old,unknown,False
1,5cb64148410d8285f1307440e89b7814,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250516-150905_8.jpg,no_deficiencies,old,unknown,False
1,6dd2e67771e5cd270c671c2da97c7f95,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250516-150857_4.jpg,no_deficiencies,old,unknown,False
1,7769c0827e50292a8e69943fe45512bd,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/corrosion/20250516-084819_2.jpg,corrosion,old,unknown,False
1,7ed4b62c81baf98e8924e2175b22fb8a,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250516-150825_1.jpg,no_deficiencies,old,unknown,False
1,8215c40496cbed01beb7a7391e5025a5,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250516-150851_1.jpg,no_deficiencies,old,unknown,False
1,8603653f4b7ed395b53cacb48e5f0991,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250516-150849_0.jpg,no_deficiencies,old,unknown,False
1,918b1c65ebbf3b3ad10ed42fdbe57b94,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250516-150907_9.jpg,no_deficiencies,old,unknown,False
1,98452b33da23845c091f55f68d66b989,0.99,mutual,/srv/defectDetectionDataset/surface_baseline_no_empty/no_deficiencies/20250516-150836_6.jpg,no_deficiencies,old,unknown,False
