image_id,file_path,label,is_duplicate
6e8a1d47a47355bbd1625e247648bf76,/Silicate/20250612-113533_14.jpg,Silicate,False
90fef4c4f31354430764f9213870ad8f,/Silicate/20250612-112906_8.jpg,Silicate,False
a6696c15544122f2b218186ce0c586a9,/Silicate/20250612-112712_13.jpg,Silicate,False
891b60180a19b2519a930cae32b34d7b,/Silicate/20250612-112900_3.jpg,Silicate,False
2b8ddf1d5aa1158c73ae8ca9b0928ceb,/Silicate/20250612-112703_5.jpg,Silicate,False
a3d3dd4b030a2f455a154ace859500f8,/Silicate/20250612-113522_4.jpg,Silicate,False
fb13bd1ab3d37fb268b78d86243b1056,/Silicate/20250612-112701_3.jpg,Silicate,False
6606a68a47cee1bffd99e3f0a7aed003,/Silicate/20250612-112700_2.jpg,Silicate,False
99062a4b4d056020125996ebace525fd,/Silicate/20250612-113523_5.jpg,Silicate,False
e3773907d247740a0631de787551cb3a,/Silicate/20250612-112710_11.jpg,Silicate,False
43d2a5e9c39a5046db51e249bf9d7cca,/Silicate/20250612-112909_11.jpg,Silicate,False
20a19c3d62c95cad8a9ecc9fe746c621,/Silicate/20250612-113540_21.jpg,Silicate,False
74b307fa48bef2b52fc865467aa8e7fa,/Silicate/20250505-115826_8.jpg,Silicate,False
1d49bc69029d9d6dc71e527ea0f0f8fe,/Silicate/20250612-112948_5.jpg,Silicate,False
4de937d7339ed4bf94ef8dbc878ab210,/Silicate/20250612-112955_11.jpg,Silicate,False
8273cedb2caffd17fe85800a0b668d0b,/Silicate/20250505-115822_4.jpg,Silicate,False
c48fde7c58949046f95eef14c4c57073,/Silicate/20250612-113536_17.jpg,Silicate,False
85f5372b359b29bb2eebf4079b44cf5c,/Silicate/20250612-112658_0.jpg,Silicate,False
fcf89b0a5e1f7ac97fa8f0a7256f233d,/Silicate/20250612-113000_16.jpg,Silicate,False
a7e2ee2ba2f35e5d83a3150a5e1a5aad,/Silicate/20250612-113537_18.jpg,Silicate,False
4a0c30963325323e96c27d4e73c169b3,/Silicate/20250612-112945_2.jpg,Silicate,False
0336301c02b42f178cd5aa45a86a7db3,/Silicate/20250612-112914_16.jpg,Silicate,False
1fe118a10836b80a94ffc3ee704fc58f,/Silicate/20250612-112708_9.jpg,Silicate,False
28055d3995bb5caef5e31240eae4fadc,/Silicate/20250612-113545_26.jpg,Silicate,False
6b8d7a0232cb8452b3576098b56bda9d,/Silicate/20250612-113535_16.jpg,Silicate,False
c5a57357a1d7ca48ff24005d5301b5d1,/Silicate/20250612-112902_5.jpg,Silicate,False
3279bea554e090a20ce8593a82286ed3,/Silicate/20250612-112859_2.jpg,Silicate,False
03e59b94beaac2a3adb89b3b327874c3,/Silicate/20250612-113524_6.jpg,Silicate,False
b869e98be6052d49aee4c7c8bc96e5b7,/Silicate/20250505-115823_5.jpg,Silicate,False
89150a1ee6d7c39283cca31039bfe733,/Silicate/20250612-112908_10.jpg,Silicate,False
068bd3210c19ca7260e5cd6012e50e21,/Silicate/20250612-112950_7.jpg,Silicate,False
44cb75f93bb8088290bc62746cd34954,/Silicate/20250612-113530_11.jpg,Silicate,False
ccace5fbabde6eaf267d1c3cc9da7871,/Silicate/20250612-112716_17.jpg,Silicate,False
22204ffc05959bf6c52e5dc91dd7093e,/Silicate/20250612-112915_17.jpg,Silicate,False
c1070dcd0560bb78c4997efafcaf4a0d,/Silicate/20250612-112858_1.jpg,Silicate,False
a734373834ac95c66a133f9a8e8b4c35,/Silicate/20250612-112709_10.jpg,Silicate,False
93ce27490e8bf589989a3cbd10ec9dec,/Silicate/20250612-113518_0.jpg,Silicate,False
d9c362fcf1f0b25190e4e3fd9863b282,/Silicate/20250612-113532_13.jpg,Silicate,False
add7cbe4699765467f5b973b2681ebdb,/Silicate/20250612-113534_15.jpg,Silicate,False
baf59f8bdd2d8ff15a4eb193845600d5,/Silicate/20250612-112904_6.jpg,Silicate,False
db9820fcdcccceab47272bc94090550d,/Silicate/20250612-112952_8.jpg,Silicate,False
c039113cee5c8f6b5655f3ad775e901f,/Silicate/20250612-113520_2.jpg,Silicate,False
2db2800cef12bb20373b5e0d411993fe,/Silicate/20250612-112905_7.jpg,Silicate,False
a8b410b40281af3de0cbc130abf6b60b,/Silicate/20250612-112943_0.jpg,Silicate,False
0240e1869314f770b6c710306dc313f4,/Silicate/20250612-113529_10.jpg,Silicate,False
89602f01a1cbda8f7a2f345e54df96bd,/Silicate/20250612-113527_8.jpg,Silicate,False
e2f2b3c5c88d5090932e4e60cb4fc5cb,/Silicate/20250612-112958_14.jpg,Silicate,False
999a774345955b30af5b2b305bae1b2b,/Silicate/20250612-113543_24.jpg,Silicate,False
120e845e51f62a8fa66a5ec7934f535d,/Silicate/20250612-112707_8.jpg,Silicate,False
d7f1a93570aad51087a69a555370f7e2,/Silicate/20250612-112711_12.jpg,Silicate,False
09f62ac96dbb57419cd8bd5c39827017,/Silicate/20250612-112954_10.jpg,Silicate,False
74c25ff8b81c8d7010a28486f56a6aad,/Silicate/20250612-112910_12.jpg,Silicate,False
75f4c0e6f0cbc600a23dfc3b1a628edc,/Silicate/20250612-112944_1.jpg,Silicate,False
e09919bba91ff297297faa174d2820a6,/Silicate/20250612-112907_9.jpg,Silicate,False
d6cd1467a53ca36a486ef270f73473f1,/Silicate/20250612-112717_18.jpg,Silicate,False
36b3736d54cbafd14efb6c66179ba3b4,/Silicate/20250612-113002_18.jpg,Silicate,False
d99a1d806b3406ebea6a3fc3b5f88f59,/Silicate/20250612-112911_13.jpg,Silicate,False
8abc1caf6921aaa35049a91ce605e415,/Silicate/20250612-113528_9.jpg,Silicate,False
fb6a805e7ac7c5ff4fcc371297f73b94,/Silicate/20250612-113519_1.jpg,Silicate,False
f9b77574524707274ff9766c52a84c30,/Silicate/20250612-113541_22.jpg,Silicate,False
e5123ecdfe6dc768a3f6f20651fb3174,/Silicate/20250612-113538_19.jpg,Silicate,False
ca2d7cdc9b0c67af0f6029e4ec00236e,/Silicate/20250612-112714_15.jpg,Silicate,False
